order_id,full_name,city,brand_name,STATE,order_date,total_units,revenue,product_name,category_name,store_name,sales_rep
805,Vince Schneider,Merrick,Trek,NY,2017-03-29,2,6999.98,Trek Boone 7 - 2017,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
805,Vince Schneider,Merrick,Trek,NY,2017-03-29,1,469.99,Trek Farley Alloy Frameset - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
806,Winfred Harris,East Meadow,Electra,NY,2017-03-30,2,1319.98,Electra Amsterdam Original 3i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
806,Winfred Harris,East Meadow,Electra,NY,2017-03-30,2,1599.98,Electra Glam Punk 3i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
806,Winfred Harris,East Meadow,Electra,NY,2017-03-30,1,349.99,Electra Savannah 3i (20-inch) - Girl's - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
806,Winfred Harris,East Meadow,Haro,NY,2017-03-30,2,419.98,Haro Shredder 20 Girls - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
806,Winfred Harris,East Meadow,Trek,NY,2017-03-30,2,699.98,Trek Precaliber 24 (21-Speed) - Girls - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
807,Lenore Valdez,Spring Valley,Electra,NY,2017-03-30,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
807,Lenore Valdez,Spring Valley,Electra,NY,2017-03-30,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
807,Lenore Valdez,Spring Valley,Surly,NY,2017-03-30,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
807,Lenore Valdez,Spring Valley,Surly,NY,2017-03-30,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
807,Lenore Valdez,Spring Valley,Trek,NY,2017-03-30,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer
808,Justina Jenkins,Baldwin,Electra,NY,2017-03-31,2,699.98,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
808,Justina Jenkins,Baldwin,Haro,NY,2017-03-31,1,329.99,Haro Downtown 16 - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
808,Justina Jenkins,Baldwin,Pure Cycles,NY,2017-03-31,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
808,Justina Jenkins,Baldwin,Pure Cycles,NY,2017-03-31,2,898.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
809,Geraldine O'donnell,Flushing,Electra,NY,2017-03-31,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
809,Geraldine O'donnell,Flushing,Haro,NY,2017-03-31,2,419.98,Haro Shredder 20 - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
809,Geraldine O'donnell,Flushing,Sun Bicycles,NY,2017-03-31,1,647.99,Sun Bicycles Biscayne Tandem CB - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
810,Laraine Robbins,San Angelo,Electra,TX,2017-04-01,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Rowlett Bikes,Kali Vargas
810,Laraine Robbins,San Angelo,Electra,TX,2017-04-01,1,489.99,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Rowlett Bikes,Kali Vargas
810,Laraine Robbins,San Angelo,Sun Bicycles,TX,2017-04-01,2,1103.98,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Rowlett Bikes,Kali Vargas
810,Laraine Robbins,San Angelo,Trek,TX,2017-04-01,1,5499.99,Trek Domane SLR 6 Disc - 2017,Road Bikes,Rowlett Bikes,Kali Vargas
811,Larraine Horn,Utica,Electra,NY,2017-04-01,1,659.99,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
811,Larraine Horn,Utica,Haro,NY,2017-04-01,2,1739.98,Haro SR 1.2 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
811,Larraine Horn,Utica,Sun Bicycles,NY,2017-04-01,1,250.99,Sun Bicycles Revolutions 24 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
811,Larraine Horn,Utica,Trek,NY,2017-04-01,1,3199.99,Trek Domane SL Disc Frameset - 2017,Road Bikes,Baldwin Bikes,Venita Daniel
812,Patrina Tanner,Scarsdale,Electra,NY,2017-04-01,2,599.98,"Electra Girl's Hawaii 1 16"" - 2017",Cruisers Bicycles,Baldwin Bikes,Venita Daniel
812,Patrina Tanner,Scarsdale,Trek,NY,2017-04-01,1,4999.99,Trek Fuel EX 9.8 29 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
813,Georgeann Rojas,Desoto,Electra,TX,2017-04-01,2,699.98,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Rowlett Bikes,Layla Terrell
813,Georgeann Rojas,Desoto,Electra,TX,2017-04-01,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Rowlett Bikes,Layla Terrell
813,Georgeann Rojas,Desoto,Haro,TX,2017-04-01,2,659.98,Haro Downtown 16 - 2017,Children Bicycles,Rowlett Bikes,Layla Terrell
813,Georgeann Rojas,Desoto,Sun Bicycles,TX,2017-04-01,2,833.98,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Rowlett Bikes,Layla Terrell
813,Georgeann Rojas,Desoto,Surly,TX,2017-04-01,2,939.98,Surly Wednesday Frameset - 2017,Mountain Bikes,Rowlett Bikes,Layla Terrell
814,Evelina Byrd,Buffalo,Electra,NY,2017-04-02,1,489.99,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
814,Evelina Byrd,Buffalo,Sun Bicycles,NY,2017-04-02,2,833.98,Sun Bicycles Cruz 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
814,Evelina Byrd,Buffalo,Sun Bicycles,NY,2017-04-02,1,346.99,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
814,Evelina Byrd,Buffalo,Trek,NY,2017-04-02,2,299.98,Trek Boy's Kickster - 2015/2017,Children Bicycles,Baldwin Bikes,Venita Daniel
815,Nanette Roman,Glendora,Electra,CA,2017-04-03,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano
815,Nanette Roman,Glendora,Electra,CA,2017-04-03,2,979.98,Electra Townie Original 7D - 2017,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano
815,Nanette Roman,Glendora,Sun Bicycles,CA,2017-04-03,2,1067.98,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano
815,Nanette Roman,Glendora,Trek,CA,2017-04-03,2,379.98,Trek Precaliber 12 Boys - 2017,Children Bicycles,Santa Cruz Bikes,Genna Serrano
816,Shanti Johnston,Staten Island,Electra,NY,2017-04-03,2,1199.98,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
816,Shanti Johnston,Staten Island,Electra,NY,2017-04-03,2,979.98,Electra Townie Original 7D - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
817,Annett Garrett,Scarsdale,Haro,NY,2017-04-04,1,329.99,Haro Downtown 16 - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
817,Annett Garrett,Scarsdale,Sun Bicycles,NY,2017-04-04,2,1067.98,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel
817,Annett Garrett,Scarsdale,Trek,NY,2017-04-04,2,2999.98,Trek Emonda S 4 - 2017,Road Bikes,Baldwin Bikes,Venita Daniel
818,Claris Santiago,Newburgh,Haro,NY,2017-04-04,2,1079.98,Haro SR 1.1 - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
818,Claris Santiago,Newburgh,Pure Cycles,NY,2017-04-04,2,898.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
818,Claris Santiago,Newburgh,Sun Bicycles,NY,2017-04-04,1,551.99,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
818,Claris Santiago,Newburgh,Trek,NY,2017-04-04,2,2999.98,Trek Emonda S 4 - 2017,Road Bikes,Baldwin Bikes,Marcelene Boyer
819,Clementine Mooney,Mcallen,Haro,TX,2017-04-04,1,249.99,Haro Shredder Pro 20 - 2017,Children Bicycles,Rowlett Bikes,Layla Terrell
820,Carola Mcpherson,Rego Park,Sun Bicycles,NY,2017-04-05,1,416.99,Sun Bicycles Cruz 7 - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel
821,Agustina Lawrence,Brooklyn,Electra,NY,2017-04-05,2,1319.98,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
821,Agustina Lawrence,Brooklyn,Electra,NY,2017-04-05,1,489.99,Electra Townie Original 7D - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel
821,Agustina Lawrence,Brooklyn,Sun Bicycles,NY,2017-04-05,1,416.99,Sun Bicycles Cruz 7 - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel
821,Agustina Lawrence,Brooklyn,Surly,NY,2017-04-05,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel
822,Clementina Sargent,Rome,Sun Bicycles,NY,2017-04-06,1,619.99,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
822,Clementina Sargent,Rome,Surly,NY,2017-04-06,1,749.99,Surly Ogre Frameset - 2017,Road Bikes,Baldwin Bikes,Venita Daniel
823,Gwendolyn Miller,Harlingen,Electra,TX,2017-04-06,1,1099.99,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Rowlett Bikes,Kali Vargas
823,Gwendolyn Miller,Harlingen,Trek,TX,2017-04-06,2,10999.98,Trek Domane SLR 6 Disc - 2017,Road Bikes,Rowlett Bikes,Kali Vargas
823,Gwendolyn Miller,Harlingen,Trek,TX,2017-04-06,2,299.98,Trek Girl's Kickster - 2017,Children Bicycles,Rowlett Bikes,Kali Vargas
824,Giovanna Jefferson,Ridgecrest,Haro,CA,2017-04-07,2,419.98,Haro Shredder 20 - 2017,Children Bicycles,Santa Cruz Bikes,Mireya Copeland
825,Pamelia Newman,Monroe,Pure Cycles,NY,2017-04-07,1,449.00,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
825,Pamelia Newman,Monroe,Surly,NY,2017-04-07,2,1999.98,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
826,Bennett Armstrong,Bethpage,Haro,NY,2017-04-07,2,1739.98,Haro SR 1.2 - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
826,Bennett Armstrong,Bethpage,Surly,NY,2017-04-07,1,832.99,Surly Troll Frameset - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
827,Brittni Green,Floral Park,Haro,NY,2017-04-07,1,1469.99,Haro Shift R3 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
827,Brittni Green,Floral Park,Sun Bicycles,NY,2017-04-07,1,449.99,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel
827,Brittni Green,Floral Park,Surly,NY,2017-04-07,1,2499.99,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
827,Brittni Green,Floral Park,Trek,NY,2017-04-07,1,5299.99,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
828,Dionne Norris,Niagara Falls,Electra,NY,2017-04-09,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
828,Dionne Norris,Niagara Falls,Electra,NY,2017-04-09,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
828,Dionne Norris,Niagara Falls,Trek,NY,2017-04-09,2,5399.98,Trek Domane S 6 - 2017,Road Bikes,Baldwin Bikes,Marcelene Boyer
829,Ira Moore,Saratoga Springs,Sun Bicycles,NY,2017-04-09,1,551.99,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel
829,Ira Moore,Saratoga Springs,Sun Bicycles,NY,2017-04-09,2,1067.98,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Baldwin Bikes,Venita Daniel
830,Luciano Marsh,Bellmore,Electra,NY,2017-04-11,2,699.98,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
830,Luciano Marsh,Bellmore,Electra,NY,2017-04-11,2,979.98,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
830,Luciano Marsh,Bellmore,Haro,NY,2017-04-11,2,659.98,Haro Downtown 16 - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
831,Shiloh Reeves,West Babylon,Sun Bicycles,NY,2017-04-11,1,449.99,Sun Bicycles Cruz 3 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
831,Shiloh Reeves,West Babylon,Sun Bicycles,NY,2017-04-11,1,250.99,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
831,Shiloh Reeves,West Babylon,Surly,NY,2017-04-11,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
832,Karl Stephens,Rockville Centre,Electra,NY,2017-04-11,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
832,Karl Stephens,Rockville Centre,Haro,NY,2017-04-11,1,869.99,Haro SR 1.2 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
832,Karl Stephens,Rockville Centre,Surly,NY,2017-04-11,1,999.99,Surly Big Dummy Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
832,Karl Stephens,Rockville Centre,Trek,NY,2017-04-11,1,3199.99,Trek Domane SL Disc Frameset - 2017,Road Bikes,Baldwin Bikes,Venita Daniel
833,Kerrie O'neill,Shirley,Electra,NY,2017-04-12,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
834,Rosanne George,Ossining,Electra,NY,2017-04-12,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer
834,Rosanne George,Ossining,Sun Bicycles,NY,2017-04-12,1,647.99,Sun Bicycles Biscayne Tandem CB - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
834,Rosanne George,Ossining,Trek,NY,2017-04-12,1,3199.99,Trek Domane SL Disc Frameset - 2017,Road Bikes,Baldwin Bikes,Marcelene Boyer
835,Marina Hinton,Encino,Electra,CA,2017-04-13,1,659.99,Electra Amsterdam Original 3i Ladies' - 2017,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland
835,Marina Hinton,Encino,Ritchey,CA,2017-04-13,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland
835,Marina Hinton,Encino,Sun Bicycles,CA,2017-04-13,2,693.98,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland
836,Sherita Cherry,Liverpool,Sun Bicycles,NY,2017-04-13,2,899.98,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
837,Siobhan Lang,Levittown,Electra,NY,2017-04-13,1,349.99,Electra Savannah 3i (20-inch) - Girl's - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
837,Siobhan Lang,Levittown,Trek,NY,2017-04-13,2,379.98,Trek Precaliber 12 Boys - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
837,Siobhan Lang,Levittown,Trek,NY,2017-04-13,1,6499.99,Trek Silque SLR 8 Women's - 2017,Road Bikes,Baldwin Bikes,Venita Daniel
838,Eliseo Knight,Woodhaven,Electra,NY,2017-04-14,2,979.98,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
838,Eliseo Knight,Woodhaven,Sun Bicycles,NY,2017-04-14,2,693.98,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
838,Eliseo Knight,Woodhaven,Surly,NY,2017-04-14,1,2499.99,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
838,Eliseo Knight,Woodhaven,Surly,NY,2017-04-14,1,1549.00,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
839,Novella Ross,Glendora,Haro,CA,2017-04-15,1,329.99,Haro Downtown 16 - 2017,Children Bicycles,Santa Cruz Bikes,Genna Serrano
839,Novella Ross,Glendora,Trek,CA,2017-04-15,1,2699.99,Trek Domane S 6 - 2017,Road Bikes,Santa Cruz Bikes,Genna Serrano
839,Novella Ross,Glendora,Trek,CA,2017-04-15,2,9999.98,Trek Madone 9.2 - 2017,Road Bikes,Santa Cruz Bikes,Genna Serrano
840,Collene Roman,Wappingers Falls,Sun Bicycles,NY,2017-04-15,2,899.98,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
840,Collene Roman,Wappingers Falls,Surly,NY,2017-04-15,1,999.99,Surly Big Dummy Frameset - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
840,Collene Roman,Wappingers Falls,Trek,NY,2017-04-15,1,5299.99,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
841,Hipolito Padilla,New Rochelle,Electra,NY,2017-04-15,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
841,Hipolito Padilla,New Rochelle,Electra,NY,2017-04-15,1,489.99,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
841,Hipolito Padilla,New Rochelle,Surly,NY,2017-04-15,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel
841,Hipolito Padilla,New Rochelle,Trek,NY,2017-04-15,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel
841,Hipolito Padilla,New Rochelle,Trek,NY,2017-04-15,2,419.98,Trek Precaliber 16 Girls - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
842,Dung King,West Islip,Electra,NY,2017-04-15,2,2199.98,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
842,Dung King,West Islip,Trek,NY,2017-04-15,1,2299.99,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
843,Season Harvey,East Northport,Electra,NY,2017-04-16,1,1099.99,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
843,Season Harvey,East Northport,Electra,NY,2017-04-16,2,1199.98,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
843,Season Harvey,East Northport,Electra,NY,2017-04-16,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel
843,Season Harvey,East Northport,Sun Bicycles,NY,2017-04-16,1,619.99,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
844,Macie Ayers,Bellmore,Electra,NY,2017-04-16,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
844,Macie Ayers,Bellmore,Sun Bicycles,NY,2017-04-16,2,805.98,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
844,Macie Ayers,Bellmore,Trek,NY,2017-04-16,2,6999.98,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer
844,Macie Ayers,Bellmore,Trek,NY,2017-04-16,2,299.98,Trek Boy's Kickster - 2015/2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
844,Macie Ayers,Bellmore,Trek,NY,2017-04-16,1,1499.99,Trek Emonda S 4 - 2017,Road Bikes,Baldwin Bikes,Marcelene Boyer
845,Loraine Sykes,Scarsdale,Electra,NY,2017-04-17,1,599.99,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
845,Loraine Sykes,Scarsdale,Electra,NY,2017-04-17,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel
845,Loraine Sykes,Scarsdale,Electra,NY,2017-04-17,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
845,Loraine Sykes,Scarsdale,Sun Bicycles,NY,2017-04-17,2,1499.98,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Venita Daniel
845,Loraine Sykes,Scarsdale,Trek,NY,2017-04-17,1,189.99,Trek Precaliber 12 Girls - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
846,Larae Carney,Sunnyside,Haro,NY,2017-04-17,2,2819.98,Haro SR 1.3 - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
846,Larae Carney,Sunnyside,Sun Bicycles,NY,2017-04-17,1,416.99,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
846,Larae Carney,Sunnyside,Sun Bicycles,NY,2017-04-17,2,1239.98,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
846,Larae Carney,Sunnyside,Sun Bicycles,NY,2017-04-17,2,1103.98,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer
846,Larae Carney,Sunnyside,Trek,NY,2017-04-17,1,5299.99,Trek Remedy 9.8 - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
847,Marilyn Frank,Port Chester,Trek,NY,2017-04-18,2,9999.98,Trek Powerfly 8 FS Plus - 2017,Electric Bikes,Baldwin Bikes,Venita Daniel
848,Rudolf Moran,Maspeth,Electra,NY,2017-04-18,2,979.98,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
848,Rudolf Moran,Maspeth,Haro,NY,2017-04-18,2,2939.98,Haro Shift R3 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
848,Rudolf Moran,Maspeth,Haro,NY,2017-04-18,1,209.99,Haro Shredder 20 Girls - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
848,Rudolf Moran,Maspeth,Trek,NY,2017-04-18,2,379.98,Trek Precaliber 12 Girls - 2017,Children Bicycles,Baldwin Bikes,Venita Daniel
849,Angelique Merrill,South El Monte,Sun Bicycles,CA,2017-04-19,1,416.99,Sun Bicycles Cruz 7 - Women's - 2017,Comfort Bicycles,Santa Cruz Bikes,Mireya Copeland
850,Sanora Webster,Los Angeles,Electra,CA,2017-04-19,2,679.98,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Santa Cruz Bikes,Genna Serrano
850,Sanora Webster,Los Angeles,Haro,CA,2017-04-19,1,379.99,Haro Flightline One ST - 2017,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
850,Sanora Webster,Los Angeles,Heller,CA,2017-04-19,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano
851,Gabriella Jones,Mount Vernon,Haro,NY,2017-04-20,1,209.99,Haro Shredder 20 Girls - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
851,Gabriella Jones,Mount Vernon,Surly,NY,2017-04-20,1,999.99,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
852,Lashawn Ortiz,Longview,Haro,TX,2017-04-21,2,2819.98,Haro SR 1.3 - 2017,Mountain Bikes,Rowlett Bikes,Layla Terrell
853,Gilberte Duke,El Paso,Electra,TX,2017-04-21,1,299.99,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Rowlett Bikes,Kali Vargas
853,Gilberte Duke,El Paso,Haro,TX,2017-04-21,1,869.99,Haro SR 1.2 - 2017,Mountain Bikes,Rowlett Bikes,Kali Vargas
853,Gilberte Duke,El Paso,Surly,TX,2017-04-21,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Rowlett Bikes,Kali Vargas
853,Gilberte Duke,El Paso,Trek,TX,2017-04-21,2,4599.98,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Rowlett Bikes,Kali Vargas
853,Gilberte Duke,El Paso,Trek,TX,2017-04-21,2,9999.98,Trek Madone 9.2 - 2017,Road Bikes,Rowlett Bikes,Kali Vargas
854,Carissa Foreman,Maspeth,Trek,NY,2017-04-22,1,189.99,Trek Precaliber 12 Boys - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
855,Kermit Hyde,Patchogue,Haro,NY,2017-04-22,2,419.98,Haro Shredder 20 Girls - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
855,Kermit Hyde,Patchogue,Pure Cycles,NY,2017-04-22,1,449.00,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
855,Kermit Hyde,Patchogue,Trek,NY,2017-04-22,1,209.99,Trek Precaliber 16 Boys - 2017,Children Bicycles,Baldwin Bikes,Marcelene Boyer
856,Arminda Weber,Bellmore,Haro,NY,2017-04-23,2,1099.98,Haro Flightline Two 26 Plus - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
857,Sandee Alvarado,Depew,Trek,NY,2017-04-24,1,999.99,Trek X-Caliber 8 - 2017,Mountain Bikes,Baldwin Bikes,Venita Daniel
858,Kam Wilder,Newburgh,Electra,NY,2017-04-25,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
858,Kam Wilder,Newburgh,Haro,NY,2017-04-25,2,1739.98,Haro SR 1.2 - 2017,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
858,Kam Wilder,Newburgh,Heller,NY,2017-04-25,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer
858,Kam Wilder,Newburgh,Sun Bicycles,NY,2017-04-25,2,1499.98,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer
